Name	Description	GTEX-N7MS-0007-SM-2D7W1	GTEX-N7MS-0011-R8a-SM-2YUMK	GTEX-N7MS-0126-SM-3TW8O	GTEX-N7MS-0426-SM-2YUN6	GTEX-N7MS-0826-SM-2HML4	GTEX-N7MS-0926-SM-2HMIZ	GTEX-N7MS-1626-SM-3LK5F	GTEX-N7MS-2326-SM-2HMLD	GTEX-N7MS-2526-SM-2D7W3	GTEX-N7MT-0726-SM-3TW8S	GTEX-N7MT-1426-SM-3LK5M	GTEX-N7MT-1626-SM-3LK71	GTEX-NFK9-0326-SM-3MJGV	GTEX-NFK9-1526-SM-3LK7B	GTEX-NFK9-1726-SM-3TW8P	GTEX-NFK9-2226-SM-3MJGP	GTEX-NPJ7-2726-SM-2I3FT	GTEX-O5YT-0826-SM-3TW8N	GTEX-OHPL-0126-SM-2HMJ7
Gene	Protein	Whole Blood	Brain - Hypothalamus	Testis	Muscle - Skeletal	Heart - Left Ventricle	Lung	Kidney - Cortex	Thyroid	Brain - Cerebellum	Uterus	Artery - Aorta	Pancreas	Adipose - Subcutaneous	Stomach	Adrenal Gland	Prostate	Brain - Cortex	Liver	Skin - Sun Exposed (Lower leg)
ENSG00000228971.1	RP11-286B14.1	0	0.34244167804718	0.109722152352333	0.0170188602060080	0	0	0.0328700765967369	0	0	0	0.0179234910756350	0	0.980056285858154	0	0	0.0324173606932163	6.44807958602905	0.0100887641310692	0.0542986877262592
ENSG00000118733.11	OLFM3	0	0.616150856018066	0.0726825967431068	0	0	0	0.0408261157572269	0.0348021648824215	6.50858116149902	0	0	0	0	0.0620952285826206	0.00654223188757896	0.00536851026117802	2.41844868659973	0	0
ENSG00000260088.1	RP11-92G12.3	0	0.170818433165550	0.292512893676758	0.0523514896631241	0.0524150095880032	0	0	0.188545227050781	0.149069204926491	0.398816823959351	0.0551342144608498	0	0.418102413415909	0.0961168333888054	0.162026911973953	0.232676789164543	1.01131653785706	0.124135658144951	0.100216493010521
ENSG00000224165.1	DNAJC27-AS1	0	0.715569019317627	1.66283500194550	0.139448508620262	0.272075533866882	0.0604399368166924	0.535206317901611	0.809450685977936	1.43218576908112	0.66826742887497	0.628865659236908	0.82267165184021	0.150296658277512	0.131295457482338	0.359658837318420	0.78096878528595	1.03832089900970	0.0551099665462971	0.118642829358578
ENSG00000235597.1	AC013402.2	0	5.29502964019775	0.198808282613754	0	0	0	0	0.0237985402345657	0.439035356044769	0	0	0	0	0.0636932700872421	0	0.0146844554692507	3.08419632911682	0	0.0442733131349087
ENSG00000234177.1	AC068057.2	0	0.687099039554596	0.0618102438747883	0.0102721136063337	0	0	0.0495986752212048	0	0.614239811897278	0	0	0.0320823416113853	0.112262107431889	0.0942975133657455	0.0158960018306971	0	1.13939988613129	0	0.0131092751398683
ENSG00000225953.2	AC017096.1	0	0	3.55184102058411	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04256606101990	0	0
ENSG00000237166.1	AC007163.3	0	3.08684182167053	0.541253089904785	0	0	0	0	0.038681335747242	0.142718613147736	0	0	0.117405712604523	0.0316018871963024	0	0.159971937537193	0	1.4054993391037	0.0668515935540199	0.0479735545814037
ENSG00000218416.3	AC110619.2	0	0.649648070335388	0.366748422384262	0.037923913449049	0.0284774471074343	0.0667754262685776	0.0183114781975746	0.0975599586963654	0.899892807006836	0.346688032150269	0.0998493656516075	0.276373326778412	0.0478227362036705	0.121848896145821	0.183396592736244	6.90466403961182	1.00438094139099	0.252914160490036	0.447686225175858
ENSG00000242759.1	RP11-280F2.2	0	1.21496903896332	4.0680456161499	0.286146283149719	0.909065783023834	0.224789619445801	0.286958307027817	0.651180028915405	0.731224000453949	0.558943569660187	0.707028210163116	0.0401021614670753	0.171165600419044	0.0909280106425285	0.387457668781281	0.426256060600281	1.05616521835327	0.0326206237077713	0.0280907675623894
ENSG00000174963.13	ZIC4	0.0185918975621462	1.19893407821655	0.125829711556435	0.194177031517029	0.00598192727193236	0.00841604359447956	0	0.00614798720926046	62.7938957214355	0	0.0251690391451120	0	0.999534010887146	0.0054847258143127	0.00924575980752707	0.0189675167202950	2.14081287384033	0	0.110560856759548
ENSG00000242808.1	SOX2-OT	0	96.2611083984375	0.990835547447205	0.0400655157864094	0.0493712350726128	0.0434131063520908	0.196431696414948	0.149054005742073	7.60568523406982	0.0594790689647198	0.0259662661701441	0.0449200645089149	0.0362731628119946	0.130144447088242	0.0476930923759937	0.176114797592163	22.0823898315430	0.00730793876573443	0.0471984222531319
ENSG00000223812.1	RP11-197K6.1	0	0.124600969254971	0.590868473052979	0	0.229400113224983	0.0537909492850304	0	0	0	0.155152544379234	0.160867333412170	0.119267456233501	0	0	0.871637403964996	0	5.6159610748291	0.0226372275501490	0
ENSG00000249896.1	RP11-586D19.1	0.0235373266041279	0.658146142959595	0.968805968761444	0	0.0151462303474545	0	0	0.0233500394970179	0.287174284458160	0	0	0.110245525836945	0	0.0208309758454561	0	0.28815433382988	2.08337092399597	0	0
ENSG00000251442.1	RP11-792D21.2	0.132047504186630	4.03311347961426	0.15713332593441	0.0391704812645912	0.169944703578949	0.266685336828232	0.0252178404480219	0.0940489917993546	0.446146816015244	0.059680625796318	0.474404603242874	0.0951526015996933	0.0878127589821815	0.107874952256680	0.121231928467751	0.198964163661003	2.36770176887512	0.638556182384491	0.483230710029602
ENSG00000251372.1	LINC00499	0	0.962319374084473	0.588825941085815	0.0142706278711557	0	0	0	0	0.189630746841431	0	0	0	0	0	0	0	1.08492398262024	0	0
ENSG00000250584.2	RP11-325I22.2	0.0354311875998974	0.07430399954319	7.4190502166748	0.0227722786366940	0	0	0	0.0117164198309183	0	0	0	0	0	0	0.0176199469715357	0	1.47582960128784	0.0809963122010231	0
ENSG00000248587.2	GDNF-AS1	0	0.76836359500885	0.221476525068283	0.282580584287643	0.228835150599480	0	0.0842738822102547	0.0171045586466789	2.81623744964600	0.156177461147308	0.0175059456378222	0.0259579066187143	0.108299165964127	0.25177800655365	0.0643074810504913	0.51978725194931	1.04101228713989	0.0295612085610628	0.0636404976248741
ENSG00000249436.1	CTD-2023N9.3	0	0.408853232860565	1.97920930385590	0	0.0470456704497337	0	0	0.0483516678214073	0	0	0.148458957672119	0	0.0395023599267006	0	0	0	6.17834043502808	0	0
ENSG00000245526.2	LINC00461	0	6.10217094421387	0.152893036603928	0.0124816000461578	0.05623534694314	0.00879090838134289	0.0482137054204941	0.0256873145699501	9.30580806732178	0.069729432463646	0.0197175815701485	0.00649718521162868	0.0419720560312271	0.0630192682147026	0.613256394863129	0.051512137055397	4.45678043365479	0	0.00398225570097566
ENSG00000249306.1	RP11-267A15.1	0	1.24265468120575	0.169332623481750	0.0157589763402939	0	0	0	0	0.478647291660309	0	0.107878156006336	0.016406387090683	0	0.0144666647538543	0	0.255149155855179	4.45841217041016	0	0.0201116111129522
ENSG00000248469.1	RP11-826N14.2	0	0.774016261100769	0.284023076295853	0.0254160258919001	0.0763405933976173	0	0.012272072955966	0.0130766378715634	2.55712032318115	0	0	0	0	0.0466635823249817	0.550634980201721	0.379228949546814	2.54993963241577	0	0
ENSG00000248859.1	RP11-375B1.3	0	0.469431787729263	0.640842914581299	0	0	0	0	0	1.41519606113434	0.478255301713943	0	0.0816977992653847	0	0	0	0	1.07583189010620	0	0
ENSG00000230269.1	RP1-40E16.9	0	0.598280370235443	0.109965004026890	0	0.0256158336997032	0	0	0	0.339975446462631	0.233887806534767	0	0	0	0	0	0	1.06820118427277	0	0.0326513200998306
ENSG00000216863.4	LY86-AS1	0.0173666197806597	0.0303501281887293	0.0719614624977112	0	0.0447015650570393	0.0157227888703346	0.0538947395980358	0.00574281113222241	0	0	0	0.0232408009469509	0.0234588179737329	0	0.0388639308512211	0	1.09897935390472	0.0165418330579996	0.0142447547987103
ENSG00000204092.2	RP11-552E20.3	0	0.340403527021408	1.19572055339813	0	0	0	0	0.143134891986847	1.25426220893860	0	0	0	0	0	0	0	6.15434455871582	0.123687505722046	0
ENSG00000235652.1	RP11-545I5.3	0	1.73434567451477	0.47556146979332	0.130171269178391	0.325823038816452	0.183361709117889	0.879940807819366	0.971117079257965	0.803093552589417	0.594991624355316	0.685452342033386	0.0338797457516193	0.328296601772308	0.38836395740509	0.428057551383972	0.495898008346558	1.01396167278290	0.0192913524806499	0.0415311567485332
ENSG00000233452.1	RP11-497D6.4	0.0135234761983156	0.53412389755249	3.84412145614624	0.0434589385986328	0.182749018073082	0.134677574038506	0.113313890993595	0.268317401409149	0.42899289727211	0.679802894592285	0.283767700195312	0.538407444953918	0.354389518499374	0.183517456054688	0.20511956512928	1.84599804878235	1.11576497554779	0.136540815234184	0.338320136070251
ENSG00000228408.1	RP1-111D6.3	0	0.48966845870018	0.129002764821053	0	0	0	0	0.0193030033260584	0.0712203457951546	0	0	0	0	0.0172205436974764	0	0.0476422645151615	1.80021154880524	0	0
ENSG00000233123.1	RP5-1059M17.1	0	0.0634720996022224	0.344884574413300	0	0	0.0205509513616562	0	0	0	0	0	0	0	0	0.00564425392076373	0	4.60029125213623	0.00864860322326422	0.0186190418899059
ENSG00000220575.3	AC093726.4	0	0.490426898002625	0	0	0.0177041999995708	0.0249082464724779	0	0.0545870140194893	11.4800405502319	0	0	0	0.0148655055090785	0	0	0.0112273078411818	2.72171688079834	0	0.0225667245686054
ENSG00000182366.3	FAM87A	0	0.0376865603029728	0.268069356679916	0	0	0	0	0.0713100135326385	0.131552681326866	0	0	0.324660569429398	0	0	0	0	1.70578992366791	0.0205404330044985	0.132660672068596
ENSG00000253230.1	RP11-403C10.2	0.102761656045914	4.06144237518311	0.244567736983299	0.0203220956027508	0.0966470912098885	0.071565218269825	0.0392499193549156	0.0418231673538685	372.284301757812	0	0.074908085167408	0.0105784852057695	0.0896928533911705	0.00466389674693346	0.0471723899245262	0.0612897872924805	14.8103437423706	0.222868040204048	0.162094175815582
ENSG00000147509.9	RGS20	0	1.24724578857422	0.233468949794769	0.0362130627036095	0.120856665074825	0.0680138617753983	0.034970797598362	0.248423352837563	1.62693417072296	0.0245220717042685	0.324172586202621	0.0377007722854614	0.0913306400179863	0	0.0233497433364391	0.0344891473650932	11.1853952407837	0.0751347467303276	0.623904168605804
ENSG00000254377.1	RP11-32K4.2	0	1.33747196197510	0	0	0	0	0	0.0468656793236732	5.92235898971558	0	0	0	0	0	0	0.00722940359264612	6.92504644393921	0.00674969283863902	0
ENSG00000254081.1	CTD-3025N20.2	0	3.53206324577332	0	0	0	0.0412111319601536	0	0.0150525309145451	0.180497854948044	0	0	0.0152291636914015	0	0	0	0	1.97809517383575	0	0
ENSG00000253661.1	RP11-65D13.1	0	2.04789876937866	0.61063551902771	0.299550086259842	0	0	0	0.00880683399736881	0.0324936881661415	0.0347731932997704	0.0540810078382492	0	0.0719501003623009	0	0.5032839179039	0	1.13066411018372	0.0202940572053194	0
ENSG00000236939.2	C8orf56	0	0.449300199747086	0.129128500819206	0	0.112799555063248	0.31739804148674	0.0725320130586624	0.231861799955368	0.570318043231964	0.419599890708923	0.0395504683256149	0.195485472679138	0.126284345984459	0.0344746522605419	0.610206604003906	0.238443493843079	3.32310605049133	0.0445242896676064	0
ENSG00000247081.2	RP11-318M2.2	0.0173615887761116	0.600758492946625	2.00954127311707	0.0836896076798439	0.111721538007259	0.416533201932907	0.441808819770813	0.55115020275116	0.317737996578217	0.527043461799622	0.323173016309738	0.110361821949482	0.553467750549316	0.209992870688438	0.375575840473175	0.332992225885391	4.47808694839478	0.0562259368598461	0.227850049734116
ENSG00000225383.1	SFTA1P	0.0621883533895016	0.630350768566132	0	0	0.320144802331924	38.0038032531738	0	3.24919199943542	0.341436535120010	0	0.926071763038635	0	0.722434163093567	0.0366919077932835	0	0.0507558174431324	1.12082743644714	0	0
