Name	Description	GTEX-N7MS-0007-SM-2D7W1	GTEX-N7MS-0011-R8a-SM-2YUMK	GTEX-N7MS-0126-SM-3TW8O	GTEX-N7MS-0426-SM-2YUN6	GTEX-N7MS-0826-SM-2HML4	GTEX-N7MS-0926-SM-2HMIZ	GTEX-N7MS-1626-SM-3LK5F	GTEX-N7MS-2326-SM-2HMLD	GTEX-N7MS-2526-SM-2D7W3	GTEX-N7MT-0726-SM-3TW8S	GTEX-N7MT-1426-SM-3LK5M	GTEX-N7MT-1626-SM-3LK71	GTEX-NFK9-0326-SM-3MJGV	GTEX-NFK9-1526-SM-3LK7B	GTEX-NFK9-1726-SM-3TW8P	GTEX-NFK9-2226-SM-3MJGP	GTEX-NPJ7-2726-SM-2I3FT	GTEX-O5YT-0826-SM-3TW8N	GTEX-OHPL-0126-SM-2HMJ7
Gene	Protein	Whole Blood	Brain - Hypothalamus	Testis	Muscle - Skeletal	Heart - Left Ventricle	Lung	Kidney - Cortex	Thyroid	Brain - Cerebellum	Uterus	Artery - Aorta	Pancreas	Adipose - Subcutaneous	Stomach	Adrenal Gland	Prostate	Brain - Cortex	Liver	Skin - Sun Exposed (Lower leg)
ENSG00000240155.1	AC114498.2	0	0	0	0	0.567315340042114	0	0	0	0	0	0	0	0	0	0	0.179884552955627	1.05929172039032	0	0
ENSG00000239530.1	AC114498.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07930743694305	2.11858344078064	0	0
ENSG00000242368.1	AC114498.6	0	0	0	0.550438523292542	0	0	0	0	0.522452056407928	0	0	0	0	0	0	0	2.05805253982544	0	0
ENSG00000217801.4	RP11-465B22.3	0.0520938187837601	0.174796476960182	0.932512402534485	0	0.0335222855210304	0.499926716089249	0.407396972179413	0.585698843002319	0.0635586455464363	0.0748191624879837	0.0916795507073402	3.10925841331482	0.02814731746912	0.454892873764038	0.0259062834084034	0.5017009973526	1.05155968666077	0.357262164354324	0.922953069210052
ENSG00000241563.2	CORT	0.0992542579770088	0.0693832039833069	2.33056640625	0.0318962708115578	0.063869945704937	0.539156258106232	0.80085438489914	0.689251482486725	0.968785345554352	0.259186923503876	0.671834111213684	0.398479670286179	0.160887092351913	0.204964384436607	0.345514327287674	0.972091495990753	2.22614955902100	0.170172736048698	0.325648277997971
ENSG00000204624.6	PTCHD2	0.0390169657766819	0.743233442306519	7.41541290283203	0.00626923143863678	0.053353127092123	0.0441547892987728	0.0847583711147308	0.0709619373083115	1.7434903383255	0.031839594244957	0.00660246983170509	0.571093678474426	0.0105408178642392	0.0517961196601391	0.0339555256068707	0.210967794060707	1.89084541797638	0.0557459220290184	0
ENSG00000233755.1	RP4-799D16.1	0	0	0.537312269210815	0	0	0	0	0.0229712445288897	0	0	0	0	0	0	0	0	1.00160145759583	0	0
ENSG00000224183.1	SDHDP6	0.312237352132797	0.130960792303085	0.483021318912506	0.0401361472904682	0.482218086719513	0.452292233705521	0.503870844841003	0.784707307815552	0.228572785854340	1.38611018657684	0.380426079034805	0.208925098180771	0	0	0	0	1.10048651695251	0.190341353416443	0
ENSG00000226852.1	RP1-212P9.2	0.137341514229774	0.180014848709106	0.426822930574417	0.0993059203028679	0.0883790329098701	0.0155426878482103	0.0745883360505104	0.0681243389844894	0.125675752758980	0	0	0.0574364475905895	0	0.0607749037444592	0.0170750003308058	0.0210174396634102	4.22179698944092	0.0130818793550134	0.01408158428967
